codigo_postal,nombre_entidad_singular,municipio_id,nombre
00005,GIRONA,17079,Girona
00043,POBLA DE MASSALUCA (LA),43110,"Pobla de Massaluca, La"
00045,GAMONAL,45165,Talavera de la Reina
00298,PINSEQUE,50209,Pinseque
00548,CANDELEDA,05047,Candeleda
01001,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01002,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01003,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01004,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01005,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01006,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01007,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01008,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01009,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01010,ASTEGUIETA,01059,Vitoria-Gasteiz
01012,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01013,GAMARRA MAYOR/GAMARRA NAG,01059,Vitoria-Gasteiz
01015,VITORIA-GASTEIZ,01059,Vitoria-Gasteiz
01110,SANTA CRUZ DE CAMPEZO/SAN,01017,Campezo/Kanpezu
01117,ULLIBARRI-ARANA/URIBARRI-,01056,Harana/Valle de Arana
01118,OBECURI,09109,Condado de Treviño
01120,MAEZTU/MAESTU,01037,Arraia-Maeztu
01128,AZAZETA,01037,Arraia-Maeztu
01129,VIRGALA MENOR,01037,Arraia-Maeztu
01130,MURGIA,01063,Zuia
01138,DISEMINADOS DE ZIGOITIA,01018,Zigoitia
01139,ZARATE,01063,Zuia
01160,IBARRA,01003,Aramaio
01165,OLETA,01003,Aramaio
01169,URIBARRI,01003,Aramaio
01170,LEGUTIO,01058,Legutio
01171,GOIAIN,01058,Legutio
01191,TRESPUENTES,01901,Iruña Oka/Iruña de Oca
01192,OREITIA,01059,Vitoria-Gasteiz
01193,VILLAFRANCA,01059,Vitoria-Gasteiz
01194,MONASTERIOGUREN,01059,Vitoria-Gasteiz
01195,VILLODAS/BILLODA,01901,Iruña Oka/Iruña de Oca
01196,YURRE/IHURRE,01059,Vitoria-Gasteiz
01200,AGURAIN/SALVATIERRA,01051,Salvatierra/Agurain
01206,LANGARIKA,01027,Iruraiz-Gauna
01207,BIKUÑA/VICUÑA,01053,San Millán/Donemiliaga
01208,ZALDUONDO,01061,Zalduondo
01211,MORAZA,09109,Condado de Treviño
01212,ZAMBRANA,01062,Zambrana
01213,ZUBILLAGA,01902,Lantarón
01216,FAIDO/FAIDU,01044,Peñacerrada-Urizaharra
01220,RIVAGUDA,01047,Ribera Baja/Erribera Beitia
01230,NANCLARES DE LA OCA/LANGR,01901,Iruña Oka/Iruña de Oca
01240,ALEGRIA-DULANTZI,01001,Alegría-Dulantzi
01250,ARRIOLA,01009,Asparrena
01260,URABAIN,01009,Asparrena
01300,LAGUARDIA,01031,Laguardia
01306,LAPUEBLA DE LABARCA,01033,Lapuebla de Labarca
01307,VILLABUENA DE ALAVA/ESKUE,01057,Villabuena de Álava/Eskuernaga
01308,VIÑASPRE/BINASPERI,01032,Lanciego/Lantziego
01309,NAVARIDAS,01041,Navaridas
01320,OYON-OION,01043,Oyón-Oion
01321,LASERNA,01031,Laguardia
01322,YECORA/IEKORA,01060,Yécora/Iekora
01330,LABASTIDA/BASTIDA,01028,Labastida/Bastida
01340,ELCIEGO,01022,Elciego
01400,LAUDIO/LLODIO,01036,Laudio/Llodio
01408,LUIAONDO,01010,Ayala/Aiara
01409,ZUDUBIARTE,01042,Okondo
01420,POBES,01046,Erriberagoitia/Ribera Alta
01423,SOBRON,01902,Lantarón
01426,VILLANUEVA DE VALDEGOVIA,01055,Valdegovía/Gaubea
01427,VILLAFRIA DE SAN ZADORNIL,09192,Jurisdicción de San Zadornil
01428,OLLÁVARRE/OLABARRI,01901,Iruña Oka/Iruña de Oca
01430,ZUHATZU KUARTANGO,01020,Kuartango
01439,VILLAMANCA,01020,Kuartango
01440,IZARRA,01054,Urkabustaiz
01449,UZKIANO,01054,Urkabustaiz
01450,ZIORRAGA,01063,Zuia
01468,LARRINBE,01002,Amurrio
01470,ETXEGOIEN,01010,Ayala/Aiara
01474,ARTZINIEGA,01004,Artziniega
01476,ARESPALDITZA/RESPALDIZA,01010,Ayala/Aiara
01477,ZUAZA/ZUHATZA,01010,Ayala/Aiara
01478,SOXO/SOJO,01010,Ayala/Aiara
01479,SALMANTON,01010,Ayala/Aiara
01510,RETANA,01059,Vitoria-Gasteiz
01520,AMARITA,01059,Vitoria-Gasteiz
01655,PUEBLA DE ARGEME,10067,Coria
01755,ALCALA DE HENARES,28005,Alcalá de Henares
02001,ALBACETE,02003,Albacete
02002,ALBACETE,02003,Albacete
02003,ALBACETE,02003,Albacete
02004,ALBACETE,02003,Albacete
02005,ALBACETE,02003,Albacete
02006,VILLAR DE POZO-RUBIO,02003,Albacete
02008,ALBACETE,02003,Albacete
02013,PEÑASCOSA,02059,Peñascosa
02049,AGUAS NUEVAS,02003,Albacete
02071,LLANOS (LOS),02003,Albacete
02099,POZO CAÑADA,02901,Pozo Cañada
02100,TARAZONA DE LA MANCHA,02073,Tarazona de la Mancha
02110,TARAZONA DE LA MANCHA,02073,Tarazona de la Mancha
02120,PEÑAS DE SAN PEDRO,02060,Peñas de San Pedro
02124,CASABLANCA,02044,Liétor
02125,ROYO-ODREA,02011,Ayna
02126,VILLAREJO (EL),02011,Ayna
02127,SOLANA (LA),02060,Peñas de San Pedro
02128,PEÑAS DE SAN PEDRO,02060,Peñas de San Pedro
02129,POZOHONDO,02063,Pozohondo
02130,BOGARRA,02017,Bogarra
02136,RIO MADERA,02058,Paterna del Madera
02137,RIO MADERA,02058,Paterna del Madera
02138,FUENLABRADA,02059,Peñascosa
02139,POTICHE,02017,Bogarra
02140,SALOBRAL (EL),02003,Albacete
02141,POZOHONDO,02063,Pozohondo
02142,NAVA DE ARRIBA,02063,Pozohondo
02150,VALDEGANGA,02075,Valdeganga
02151,CASAS DE JUAN NUÑEZ,02021,Casas de Juan Núñez
02152,ALATOZ,02002,Alatoz
02153,CASAS DE JUAN GIL,02020,Carcelén
02154,VILLAVALIENTE,02083,Villavaliente
02155,TINAJEROS,02003,Albacete
02156,FELIPA (LA),02029,Chinchilla de Monte-Aragón
02160,LEZUZA,02043,Lezuza
02161,VANDELARAS DE ARRIBA,02043,Lezuza
02162,ONCEBREROS,02038,"Herrera, La"
02170,BOLLULLOS PAR DEL CONDADO,21013,Bollullos Par del Condado
02200,CASAS-IBAÑEZ,02024,Casas-Ibáñez
02210,ALCALA DEL JUCAR,02007,Alcalá del Júcar
02211,TOLOSA,02007,Alcalá del Júcar
02212,CASAS DE VES,02023,Casas de Ves
02213,BARRIO DEL SANTUARIO,02077,Villa de Ves
02214,VISO (EL),02013,Balsa de Ves
02215,VILLATOYA,02082,Villatoya
02220,MOTILLEJA,02052,Motilleja
02230,MADRIGUERAS,02045,Madrigueras
02236,VILLALGORDO DEL JUCAR,02078,Villalgordo del Júcar
02240,MAHORA,02046,Mahora
02246,NAVAS DE JORQUERA,02054,Navas de Jorquera
02247,CENIZATE,02026,Cenizate
02248,JORQUERA,02041,Jorquera
02249,RECUEJA (LA),02066,"Recueja, La"
02250,ABENGIBRE,02001,Abengibre
02251,CAMPOALBILLO,02034,Fuentealbilla
02252,MARIMINGUEZ,02007,Alcalá del Júcar
02253,GOLOSALVO,02036,Golosalvo
02260,FUENTEALBILLA,02034,Fuentealbilla
02270,VILLAMALEA,02079,Villamalea
02300,HORCAJO (EL),02008,Alcaraz
02310,VIVEROS,02085,Viveros
02311,POVEDILLA,02062,Povedilla
02312,MESTA (LA),02008,Alcaraz
02313,ZORIO,02059,Peñascosa
02314,PESEBRE,02059,Peñascosa
02315,VIANOS,02076,Vianos
02316,SALOBRE,02070,Salobre
02320,BALAZOTE,02012,Balazote
02326,SAN PEDRO,02071,San Pedro
02327,MADROÑO (EL),02065,Pozuelo
02328,SANTA ANA,02003,Albacete
02329,BATAN MAZOS,02022,Casas de Lázaro
02330,JARDIN (EL),02008,Alcaraz
02331,CHOSPES (LOS),02068,Robledo
02332,CUBILLO (EL),02068,Robledo
02340,ROBLEDO,02068,Robledo
02350,VILLAPALACIOS,02080,Villapalacios
02360,BIENSERVIDA,02016,Bienservida
02400,RINCON DEL MORO,02037,Hellín
02409,MINGOGIL,02037,Hellín
02410,LIETOR,02044,Liétor
02420,ISSO,02037,Hellín
02430,FUENTE DEL TAIF,02030,Elche de la Sierra
02434,SIERRA (LA),02042,Letur
02435,SOCOVOS,02072,Socovos
02436,FEREZ,02031,Férez
02437,TAZONA,02072,Socovos
02439,LONGUERA (LA),02030,Elche de la Sierra
02440,MOLINICOS,02049,Molinicos
02448,VEGALLERA,02049,Molinicos
02449,TORRE-PEDRO,02049,Molinicos
02450,RIOPAR,02067,Riópar
02459,VILLAR (EL),02067,Riópar
02460,VILLAVERDE DE GUADALIMAR,02084,Villaverde de Guadalimar
02461,RIO DE COTILLAS O RESINER,02028,Cotillas
02462,VENTA DE MENDOZA,02084,Villaverde de Guadalimar
02470,ASTORGA,24008,Astorga
02480,TINDAVAR,02086,Yeste
02482,GONTAR,02086,Yeste
02484,SEGE,02086,Yeste
02485,TUS,02086,Yeste
02486,RASPILLA,02086,Yeste
02487,JARTOS,02086,Yeste
02488,SEGE,02086,Yeste
02489,GRAYA,02086,Yeste
02490,AGRAMON,02037,Hellín
02498,MINAS (LAS),02037,Hellín
02499,CANCARIX,02037,Hellín
02500,TOBARRA,02074,Tobarra
02510,POZO CAÑADA,02901,Pozo Cañada
02511,CERRO LOBO,02003,Albacete
02512,CASA DE LAS MONJAS,02003,Albacete
02513,SIERRA,02074,Tobarra
02514,MARDOS (LOS),02074,Tobarra
02520,FELIPA (LA),02029,Chinchilla de Monte-Aragón
02529,HORNA,02029,Chinchilla de Monte-Aragón
02530,TURRILLA,02055,Nerpio
02534,JUTIA,02055,Nerpio
02535,YETAS,02055,Nerpio
02536,VIZCABLE,02055,Nerpio
02537,CAÑADAS,02055,Nerpio
02538,HUEBRAS,02055,Nerpio
02539,PEDRO ANDRES,02055,Nerpio
02600,VILLARROBLEDO,02081,Villarrobledo
02610,BONILLO (EL),02019,"Bonillo, El"
02611,OSSA DE MONTIEL,02057,Ossa de Montiel
02612,CASAS DE LA PEÑA,02081,Villarrobledo
02613,SOTUELAMOS,02019,"Bonillo, El"
02614,BALLESTERO (EL),02014,"Ballestero, El"
02620,MINAYA,02048,Minaya
02630,RODA (LA),02069,"Roda, La"
02636,CARMEN (EL),16060,Casas de Benítez
02637,FUENSANTA,02032,Fuensanta
02638,MONTALVOS,02050,Montalvos
02639,SANTA MARTA,02069,"Roda, La"
02640,ALMANSA,02009,Almansa
02650,MONTEALEGRE DEL CASTILLO,02051,Montealegre del Castillo
02651,FUENTE-ALAMO,02033,Fuente-Álamo
02652,ONTUR,02056,Ontur
02653,ALBATANA,02004,Albatana
02660,CAUDETE,02025,Caudete
02690,HIGUERUELA,02039,Higueruela
02691,BONETE,02018,Bonete
02692,PETROLA,02061,Pétrola
02693,HIGUERA (LA),02027,Corral-Rubio
02694,ONCEBREROS,02039,Higueruela
02695,VILLAR DE CHINCHILLA,02029,Chinchilla de Monte-Aragón
02696,HOYA-GONZALO,02040,Hoya-Gonzalo
02999,POZUELO (EL),02011,Ayna
03001,ALICANTE/ALACANT,03014,Alicante/Alacant
03002,ALICANTE/ALACANT,03014,Alicante/Alacant
03003,ALICANTE/ALACANT,03014,Alicante/Alacant
03004,ALICANTE/ALACANT,03014,Alicante/Alacant
03005,ALICANTE/ALACANT,03014,Alicante/Alacant
03006,BACAROT (EL),03014,Alicante/Alacant
03007,ALICANTE/ALACANT,03014,Alicante/Alacant
03008,ALICANTE/ALACANT,03014,Alicante/Alacant
03009,ALICANTE/ALACANT,03014,Alicante/Alacant
03010,ALICANTE/ALACANT,03014,Alicante/Alacant
03011,ALICANTE/ALACANT,03014,Alicante/Alacant
03012,ALICANTE/ALACANT,03014,Alicante/Alacant
03013,ALICANTE/ALACANT,03014,Alicante/Alacant
03014,ALICANTE/ALACANT,03014,Alicante/Alacant
03015,ALICANTE/ALACANT,03014,Alicante/Alacant
03016,ALICANTE/ALACANT,03014,Alicante/Alacant
03096,ONIL,03096,Onil
03100,XIXONA,03083,Jijona/Xixona
03108,TORREMANZANAS/TORRE DE LE,03132,"Torremanzanas/Torre de les Maçanes, la"
03109,TIBI,03129,Tibi
03110,MUTXAMEL,03090,Mutxamel
03111,BUSOT,03046,Busot
03112,ALICANTE/ALACANT,03014,Alicante/Alacant
03113,JUBALCOI,03065,Elche/Elx
03114,BACAROT (EL),03014,Alicante/Alacant
03115,MONNEGRE - CABEÇO D'OR,03014,Alicante/Alacant
03130,SANTA POLA,03121,Santa Pola
03138,ISLA PLANA-NUEVA TABARCA,03014,Alicante/Alacant
03139,ALTET (EL),03065,Elche/Elx
03140,GUARDAMAR DEL SEGURA,03076,Guardamar del Segura
03150,DOLORES,03064,Dolores
03158,SAN FELIPE NERI,03059,Crevillent
03159,DAYA NUEVA,03061,Daya Nueva
03160,ALMORADI,03015,Almoradí
03169,ALGORFA,03012,Algorfa
03170,ROJALES,03113,Rojales
03176,ALGORFA,03012,Algorfa
03177,SAN FULGENCIO,03118,San Fulgencio
03178,BENIJOFAR,03034,Benijófar
03179,FORMENTERA DEL SEGURA,03070,Formentera del Segura
03180,TORREVIEJA,03133,Torrevieja
03181,TORREVIEJA,03133,Torrevieja
03182,TORREVIEJA,03133,Torrevieja
03183,TORREVIEJA,03133,Torrevieja
03184,TORREVIEJA,03133,Torrevieja
03185,TORREVIEJA,03133,Torrevieja
03186,TORREVIEJA,03133,Torrevieja
03187,MONTESINOS (LOS),03903,"Montesinos, Los"
03188,TORREVIEJA,03133,Torrevieja
03189,ORIHUELA COSTA,03099,Orihuela
03190,TORRE DE LA HORADADA,03902,Pilar de la Horadada
03191,TORRE DE LA HORADADA,03902,Pilar de la Horadada
03192,DESAMPARADOS (LOS),03099,Orihuela
03193,SAN MIGUEL DE SALINAS,03120,San Miguel de Salinas
03194,MARINA (LA),03065,Elche/Elx
03195,ALTET (EL),03065,Elche/Elx
03201,ELCHE/ELX,03065,Elche/Elx
03202,PLA DE SANT JOSEP,03065,Elche/Elx
03203,JUBALCOI,03065,Elche/Elx
03204,ELCHE/ELX,03065,Elche/Elx
03205,CARRUS,03065,Elche/Elx
03206,ELCHE/ELX,03065,Elche/Elx
03207,ALTABIX,03065,Elche/Elx
03208,ELCHE/ELX,03065,Elche/Elx
03290,ATSAVARES,03065,Elche/Elx
03291,ALTABIX,03065,Elche/Elx
03292,BAYAS (LAS),03065,Elche/Elx
03293,ALGOROS,03065,Elche/Elx
03294,FOIA (LA),03065,Elche/Elx
03295,JUBALCOI,03065,Elche/Elx
03296,ALGODA-MATOLA,03065,Elche/Elx
03300,MEDIA LEGUA,03099,Orihuela
03310,CORRENTIAS MEDIAS,03099,Orihuela
03311,APARECIDA (LA),03099,Orihuela
03312,NORIAS (LAS),03099,Orihuela
03313,HURCHILLO,03099,Orihuela
03314,SAN BARTOLOME,03099,Orihuela
03315,ESCORRATEL (EL),03099,Orihuela
03316,PARROQUIA DE LA MATANZA,03099,Orihuela
03317,CALLOSILLA,03049,Callosa de Segura
03320,TORRELLANO,03065,Elche/Elx
03330,CREVILLENT,03059,Crevillent
03339,ESTACION (LA),03059,Crevillent
03340,ALBATERA,03005,Albatera
03348,GRANJA DE ROCAMORA,03074,Granja de Rocamora
03349,SAN ISIDRO,03904,San Isidro
03350,SALAR (EL),03058,Cox
03360,VEREDA DE LOS CUBOS,03049,Callosa de Segura
03369,RAFAL,03109,Rafal
03370,REDOVAN,03111,Redován
03380,BIGASTRO,03044,Bigastro
03390,BENEJUZAR,03024,Benejúzar
03392,BARRIO VEGA (EL),33024,Gijón
03400,VILLENA,03140,Villena
03408,ZAFRA (LA),03140,Villena
03409,VIRTUDES (LAS),03140,Villena
03410,BIAR,03043,Biar
03420,CASTALLA,03053,Castalla
03430,ONIL,03096,Onil
03440,IBI,03079,Ibi
03450,BANYERES DE MARIOLA,03021,Banyeres de Mariola
03460,BENEIXAMA,03023,Beneixama
03469,CAMPO DE MIRRA/CAMP DE MI,03051,"Campo de Mirra/Camp de Mirra, el"
03501,BENIDORM,03031,Benidorm
03502,BENIDORM,03031,Benidorm
03503,BENIDORM,03031,Benidorm
03509,FINESTRAT,03069,Finestrat
03510,CALLOSA D'EN SARRIA,03048,Callosa d'en Sarrià
03516,BENIMANTELL,03037,Benimantell
03517,CASTELL DE GUADALEST (EL),03075,"Castell de Guadalest, el"
03518,TARBENA,03127,Tàrbena
03520,POLOP,03107,Polop
03530,NUCIA (LA),03094,"Nucia, la"
03540,ALICANTE/ALACANT,03014,Alicante/Alacant
03550,SANT JOAN D'ALACANT,03119,Sant Joan d'Alacant
03559,SANTA FAZ,03014,Alicante/Alacant
03560,VENTA LANUZA,03050,"Campello, el"
03569,AIGÜES,03004,Aigües
03570,TORRES,03139,"Villajoyosa/Vila Joiosa, la"
03578,RELLEU,03112,Relleu
03579,SELLA,03124,Sella
03580,ALFAS DEL PI (L'),03011,"Alfàs del Pi, l'"
03581,ALFAS DEL PI (L'),03011,"Alfàs del Pi, l'"
03583,VILLAMAYOR,33049,Piloña
03590,OLLA (L'),03018,Altea
03599,ALTEA,03018,Altea
03600,ELDA,03066,Elda
03610,PETRER,03104,Petrer
03630,SAX,03123,Sax
03638,SALINAS,03116,Salinas
03639,SANTA EULALIA,03140,Villena
03640,ROMANETA (LA),03089,Monóvar/Monòver
03649,XINORLET,03089,Monóvar/Monòver
03650,RODRIGUILLO,03105,"Pinós, el/Pinoso"
03657,RASPAY,30043,Yecla
03658,SALINAS,03116,Salinas
03659,CAÑADA DEL TRIGO,03105,"Pinós, el/Pinoso"
03660,CORRALEJO,35014,"Oliva, La"
03668,SOLANA (LA),03013,Algueña
03669,ROMANA (LA),03114,"Romana, la"
03670,ORITO,03088,Monforte del Cid
03679,ORITO,03088,Monforte del Cid
03680,ASPE,03019,Aspe
03688,REBALSO (EL),03077,"Fondó de les Neus, el/Hondón de las Nieves"
03689,BARBARROJA,03099,Orihuela
03690,SAN VICENTE DEL RASPEIG/S,03122,San Vicente del Raspeig/Sant Vicent del Raspeig
03698,AGOST,03002,Agost
03699,ALCORAYA (LA),03014,Alicante/Alacant
03700,DENIA,03063,Dénia
03709,XARA (LA),03063,Dénia
03710,CALP,03047,Calp
03720,FANADIX,03041,Benissa
03723,LLOSA DE CAMACHO,03006,Alcalalí
03724,TEULADA,03128,Teulada
03725,TEULADA,03128,Teulada
03726,BENITACHELL/POBLE NOU DE,03042,"Benitachell/Poble Nou de Benitatxell, el"
03727,XALÓ,03081,Xaló
03728,LLOSA DE CAMACHO,03006,Alcalalí
03729,SENIJA,03125,Senija
03730,JÁVEA/XÀBIA,03082,Jávea/Xàbia
03737,JÁVEA/XÀBIA,03082,Jávea/Xàbia
03738,JÁVEA/XÀBIA,03082,Jávea/Xàbia
03739,JÁVEA/XÀBIA,03082,Jávea/Xàbia
03740,GATA DE GORGOS,03071,Gata de Gorgos
03749,JESUS POBRE,03063,Dénia
03750,PEDREGUER,03101,Pedreguer
03759,BENIDOLEIG,03030,Benidoleig
03760,ONDARA,03095,Ondara
03769,SANET Y NEGRALS,03117,Sanet y Negrals
03770,VERGER (EL),03138,"Verger, el"
03778,BENIARBEIG,03026,Beniarbeig
03779,SETLA,03901,"Poblets, els"
03780,RAFOL DE ALMUNIA,03110,"Ràfol d'Almúnia, el"
03786,FORNA,03001,"Atzúbia, l'"
03787,CARROJA (LA),03136,Vall de Gallinera
03788,ALPATRO,03136,Vall de Gallinera
03789,VALL DE EBO,03135,"Vall d'Ebo, la"
03790,ORBA,03097,Orba
03791,FONTILLES,03137,"Vall de Laguar, la"
03792,PARCENT,03100,Parcent
03793,CASTELL DE CASTELLS,03054,Castell de Castells
03794,BENIGEMBLA,03029,Benigembla
03795,TORMOS,03131,Tormos
03800,ALCOY/ALCOI,03009,Alcoy/Alcoi
03801,ALCOY/ALCOI,03009,Alcoy/Alcoi
03802,ALCOY/ALCOI,03009,Alcoy/Alcoi
03803,ALCOY/ALCOI,03009,Alcoy/Alcoi
03804,ALCOY/ALCOI,03009,Alcoy/Alcoi
03810,BENILLOBA,03035,Benilloba
03811,GORGA,03073,Gorga
03812,MILLENA,03086,Millena
03813,TOLLOS,03130,Tollos
03814,BENASAU,03022,Benasau
03815,PENAGUILA,03103,Penàguila
03816,BENIFALLIM,03032,Benifallim
03818,ALCOY/ALCOI,03009,Alcoy/Alcoi
03819,ALCOY/ALCOI,03009,Alcoy/Alcoi
03820,POBLE NOU DE SANT RAFEL,03056,Cocentaina
03827,BENIMARFULL,03038,Benimarfull
03828,PLANES,03106,Planes
03829,ALCUDIA,03056,Cocentaina
03830,MURO DE ALCOY,03092,Muro de Alcoy
03837,AGRES,03003,Agres
03838,ALFAFARA,03010,Alfafara
03839,TURBALLOS,03092,Muro de Alcoy
03840,GAIANES,03072,Gaianes
03841,ALCOCER DE PLANES,03007,Alcocer de Planes
03850,BENIARRES,03028,Beniarrés
03860,LORCHA/ORXA (L'),03084,"Lorcha/Orxa, l'"
04001,ALMERIA,04013,Almería
04002,ALMERIA,04013,Almería
04003,ALMERIA,04013,Almería
04004,ALMERIA,04013,Almería
04005,ALMERIA,04013,Almería
04006,ALMERIA,04013,Almería
04007,ALMERIA,04013,Almería
04008,ALMERIA,04013,Almería
04009,ALMERIA,04013,Almería
04100,NIJAR,04066,Níjar
04110,SALADAR Y LECHE,04066,Níjar
04113,VISO (EL),04066,Níjar
04114,PUJAIRE,04066,Níjar
04115,RUESCAS,04066,Níjar
04116,NEGRAS (LAS),04066,Níjar
04117,NAZARENO (EL),04066,Níjar
04118,ISLETA (LA),04066,Níjar
04119,HUEBRO,04066,Níjar
04120,ALQUIAN (EL),04013,Almería
04130,ALQUIAN (EL),04013,Almería
04131,RETAMAR,04013,Almería
04140,RELLANA DE LA CRUZ (LA),04032,Carboneras
04147,SAN ISIDRO DE NIJAR,04066,Níjar
04149,GAFARES,04086,Sorbas
04150,RUESCAS,04013,Almería
04151,PUJAIRE,04066,Níjar
04160,CUEVAS DE LOS UBEDAS,04013,Almería
04188,SAN JOSE,04066,Níjar
04200,TABERNAS,04088,Tabernas
04210,LUCAINENA DE LAS TORRES,04060,Lucainena de las Torres
04211,VEGA (LA),04094,Turrillas
04212,VELEFIQUE,04097,Velefique
04213,SENES,04082,Senés
04230,GLORIA (LA),04052,Huércal de Almería
04240,VIATOR,04101,Viator
04248,ANDRESES (LOS),04086,Sorbas
04250,SIERRA ALHAMILLA,04074,Pechina
04259,SIERRA ALHAMILLA,04074,Pechina
04260,RIOJA,04078,Rioja
04270,SORBAS,04086,Sorbas
04271,RISAS (LOS),04086,Sorbas
04274,RINCON (EL),04095,Uleila del Campo
04275,POZO DEL LOBO,04092,Tíjola
04276,SANTUARIO MONTEAGUD (EL),04027,Benizalón
04277,ROYO MORERA,04093,Turre
04278,MARTINEZ (LOS),04086,Sorbas
04279,ZOFRE,04095,Uleila del Campo
04280,GALLARDOS (LOS),04048,"Gallardos, Los"
04288,PERULACA (LA),04048,"Gallardos, Los"
04289,HUELGA (LA),04086,Sorbas
04375,BADALONA,08015,Badalona
04400,ALHAMA DE ALMERIA,04011,Alhama de Almería
04409,HUECIJA,04051,Huécija
04410,BENAHADUX,04024,Benahadux
04420,SANTA FE DE MONDUJAR,04081,Santa Fe de Mondújar
04430,INSTINCION,04055,Instinción
04431,ILLAR,04054,Illar
04440,RAGOL,04077,Rágol
04450,GERGAL,04050,Gérgal
04458,PADULES,04071,Padules
04459,TICES,04067,Ohanes
04460,FONDON,04046,Fondón
04470,LAUJAR DE ANDARAX,04057,Láujar de Andarax
04479,PATERNA DEL RIO,04073,Paterna del Río
04480,ALCOLEA,04007,Alcolea
04500,VENTA RATONERA,04045,Fiñana
04510,MONTAGON,04001,Abla
04520,ABRUCENA,04002,Abrucena
04530,OCAÑA,04901,"Tres Villas, Las"
04531,ALBOLODUY,04005,Alboloduy
04532,SANTILLANA,04901,"Tres Villas, Las"
04533,CAMINO REAL,04002,Abrucena
04540,SANCHOS (LOS),04065,Nacimiento
04549,GERGAL,04050,Gérgal
04550,PORTOCARRERO,04050,Gérgal
04558,ESTACION (LA),04050,Gérgal
04559,TABLAS (LAS),04050,Gérgal
04560,GADOR,04047,Gádor
04567,ALHABIA,04010,Alhabia
04568,SANTA CRUZ DE MARCHENA,04080,Santa Cruz de Marchena
04569,TERQUE,04091,Terque
04600,HUERCAL-OVERA,04053,Huércal-Overa
04610,JUCAINI,04035,Cuevas del Almanzora
04616,VILLARICOS,04035,Cuevas del Almanzora
04617,PALOMARES,04035,Cuevas del Almanzora
04618,CANALEJAS,04035,Cuevas del Almanzora
04619,PUENTE JAULA,04035,Cuevas del Almanzora
04620,VERA-COSTA,04100,Vera
04628,REAL (EL),04016,Antas
04629,JAURO,04016,Antas
04630,GARRUCHA,04049,Garrucha
04638,MOJACAR PLAYA,04064,Mojácar
04639,TURRE,04093,Turre
04640,FUENTE (LA),04075,Pulpí
04647,FUENTE (LA),04075,Pulpí
04648,SAN JUAN DE TERREROS,04075,Pulpí
04649,ESTACION (LA),04075,Pulpí
04650,ZURGENA,04103,Zurgena
04659,TERQUE,04091,Terque
04660,TORRES (LOS),04017,Arboleas
04661,LLANOS (LOS),04103,Zurgena
04662,PALACES (EL),04103,Zurgena
04690,GACIA,04053,Huércal-Overa
04691,URCAL,04053,Huércal-Overa
04692,RAMBLA DE TABERNO,04089,Taberno
04693,SANTA MARIA DE NIEVA,04053,Huércal-Overa
04694,SAN FRANCISCO,04053,Huércal-Overa
04700,EJIDO (EL),04902,"Ejido, El"
04710,SANTA MARÍA DEL ÁGUILA,04902,"Ejido, El"
04711,ENSENADA SAN MIGUEL,04902,"Ejido, El"
04712,BALERMA,04902,"Ejido, El"
04713,BALANEGRA,04904,Balanegra
04715,MATAGORDA,04902,"Ejido, El"
04716,NORIAS (LAS),04902,"Ejido, El"
04720,AGUADULCE,04079,Roquetas de Mar
04721,GANGOSA (LA),04102,Vícar
04727,GANGOSA (LA),04102,Vícar
04728,FELIX,04043,Felix
04729,PALMER (EL),04041,Enix
04738,GANGOSA (LA),04102,Vícar
04740,ROQUETAS DE MAR,04079,Roquetas de Mar
04741,URBANIZACION ROQUETAS MAR,04079,Roquetas de Mar
04743,MARINAS (LAS),04079,Roquetas de Mar
04745,MOJONERA (LA),04903,"Mojonera, La"
04746,VENTA DEL VISO,04903,"Mojonera, La"
04750,DALIAS,04038,Dalías
04760,CASTALA,04029,Berja
04768,BENINAR,04029,Berja
04769,BENINAR,04029,Berja
04770,CURVA (LA),04003,Adra
04778,TORIL (EL),04003,Adra
04779,GUARROS,04073,Paterna del Río
04800,CAÑICO (EL),04006,Albox
04810,RETAMAR (EL),04072,Partaloa
04811,RAMBLA DE ORIA (LA),04070,Oria
04812,RAMBLA (LA),04006,Albox
04813,MARGEN (EL),04070,Oria
04814,LABORES (LAS),04006,Albox
04815,CASICAS (LAS),04031,Cantoria
04820,TONOSA,04099,Vélez-Rubio
04825,ROQUEZ (EL),04037,Chirivel
04826,ASENSIOS (LOS)-SALADILLA,04099,Vélez-Rubio
04827,TONOSA,04099,Vélez-Rubio
04828,CARRASCA (LA),04099,Vélez-Rubio
04829,ESPADIN (EL),04099,Vélez-Rubio
04830,TOPARES,04098,Vélez-Blanco
04838,MARIA,04063,María
04839,TOPARES,04098,Vélez-Blanco
04850,TERREROS (LOS),04031,Cantoria
04857,PALMERA (LA),04004,Albánchez
